Time,DKe_wind,SE2_wind,SE4_wind
04/10/2016 10.00,0.3234733,0,0.9221708
04/10/2016 11.00,0.313049,0,0.9259383
04/10/2016 12.00,0.2706578,0,0.7657338
04/10/2016 13.00,0.1772166,0,0.8269168
04/10/2016 14.00,0.3220585,0.001029209,0.7701298
04/10/2016 15.00,0.3480727,0.007574611,0.8922492
04/10/2016 16.00,0.2787336,0.04686199,0.9490464
04/10/2016 17.00,0.3627622,0.08923376,0.8660409
04/10/2016 18.00,0.7492727,0.146115,0.910798
04/10/2016 19.00,0.8222907,0.1168106,0.95
04/10/2016 20.00,0.6798052,0.1197493,0.95
04/10/2016 21.00,0.7007125,0.1710673,0.95
04/10/2016 22.00,0.4958412,0.1160917,0.9499999
04/10/2016 23.00,0.7112108,0.1508683,0.95
05/10/2016 00.00,0.6347153,0.09465649,0.9499999
05/10/2016 01.00,0.6543868,0.1237372,0.95
05/10/2016 02.00,0.5835103,0.07630728,0.9499999
05/10/2016 03.00,0.5807946,0.04600786,0.9499999
05/10/2016 04.00,0.7665977,0.009569885,0.95
05/10/2016 05.00,0.7839828,0.002239198,0.95
05/10/2016 06.00,0.8264183,0,0.95
05/10/2016 07.00,0.6172978,0,0.95
05/10/2016 08.00,0.5158264,0,0.95
05/10/2016 09.00,0.4481168,0,0.95
05/10/2016 10.00,0.6110631,0,0.95
05/10/2016 11.00,0.5781391,0,0.95
05/10/2016 12.00,0.535741,0,0.95
05/10/2016 13.00,0.5737858,0,0.95
05/10/2016 14.00,0.7819437,0,0.95
05/10/2016 15.00,0.9184062,0,0.95
05/10/2016 16.00,0.8653282,0.003740587,0.95
05/10/2016 17.00,0.9264668,0.02759731,0.95
05/10/2016 18.00,0.917982,0.02761658,0.9499999
05/10/2016 19.00,0.95,0.03210394,0.9499999
05/10/2016 20.00,0.9499999,0.04669447,0.95
05/10/2016 21.00,0.8344116,0.02787908,0.95
05/10/2016 22.00,0.9458491,0.0491362,0.95
05/10/2016 23.00,0.9091704,0.04062048,0.9499999
06/10/2016 00.00,0.8683809,0.05224098,0.95
06/10/2016 01.00,0.8059266,0.07578607,0.95
06/10/2016 02.00,0.5830764,0.07080063,0.95
06/10/2016 03.00,0.6381904,0.09188335,0.95
06/10/2016 04.00,0.7485325,0.07180595,0.9499999
06/10/2016 05.00,0.6565719,0.03065844,0.95
06/10/2016 06.00,0.7709932,0.03643041,0.95
06/10/2016 07.00,0.9194305,0.09209684,0.95
06/10/2016 08.00,0.8733172,0.08928954,0.95
06/10/2016 09.00,0.8523709,0.02643633,0.95
06/10/2016 10.00,0.8850898,0,0.9499999
06/10/2016 11.00,0.9483857,0,0.95
06/10/2016 12.00,0.76422,0.007368481,0.95
06/10/2016 13.00,0.6833423,0.001163264,0.95
06/10/2016 14.00,0.6755973,0,0.95
06/10/2016 15.00,0.862096,0.01721173,0.95
06/10/2016 16.00,0.6592946,0.059163,0.95
06/10/2016 17.00,0.5364705,0.05560999,0.95
06/10/2016 18.00,0.5733243,0.07478409,0.95
06/10/2016 19.00,0.6303712,0.08100334,0.95
06/10/2016 20.00,0.5702473,0.07899299,0.95
06/10/2016 21.00,0.5002425,0.06696803,0.95
06/10/2016 22.00,0.3760533,0.07531457,0.9499999
06/10/2016 23.00,0.3602259,0.03487352,0.9499999
07/10/2016 00.00,0.4651428,0.04161889,0.95
07/10/2016 01.00,0.4158919,0.06153496,0.95
07/10/2016 02.00,0.3901802,0.05468275,0.95
07/10/2016 03.00,0.481045,0.04548321,0.9499999
07/10/2016 04.00,0.7019764,0.05126758,0.95
07/10/2016 05.00,0.5358927,0.03321339,0.95
07/10/2016 06.00,0.6110573,0.02921591,0.95
07/10/2016 07.00,0.596647,0.04071359,0.95
07/10/2016 08.00,0.7273847,0.01093127,0.95
07/10/2016 09.00,0.7549455,0,0.95
07/10/2016 10.00,0.3451042,0,0.95
07/10/2016 11.00,0.5349025,0,0.95
07/10/2016 12.00,0.5266116,0.004440951,0.95
07/10/2016 13.00,0.2709846,0.002386668,0.9391001
07/10/2016 14.00,0.2620442,0,0.5683024
07/10/2016 15.00,0.4394112,0.004569902,0.9268523
07/10/2016 16.00,0.4340388,0.03905801,0.95
07/10/2016 17.00,0.5361548,0.06734881,0.925904
07/10/2016 18.00,0.6880578,0.1206503,0.899313
07/10/2016 19.00,0.8372024,0.08161257,0.95
07/10/2016 20.00,0.9047922,0.1371933,0.95
07/10/2016 21.00,0.9055362,0.1570735,0.95
07/10/2016 22.00,0.7868972,0.07709615,0.95
07/10/2016 23.00,0.6547942,0.07042781,0.95
08/10/2016 00.00,0.95,0.04241232,0.95
08/10/2016 01.00,0.6287444,0.1127021,0.95
08/10/2016 02.00,0.8377452,0.1082692,0.95
08/10/2016 03.00,0.8123512,0.04888713,0.95
08/10/2016 04.00,0.830815,0.03668405,0.95
08/10/2016 05.00,0.8864905,0.01274825,0.95
08/10/2016 06.00,0.95,0,0.95
08/10/2016 07.00,0.6174937,0,0.95
08/10/2016 08.00,0.4497056,0,0.95
08/10/2016 09.00,0.5530733,0,0.95
08/10/2016 10.00,0.423213,0,0.95
08/10/2016 11.00,0.4823827,0,0.9499999
08/10/2016 12.00,0.3981994,0,0.95
08/10/2016 13.00,0.5053744,0.0012078,0.95
08/10/2016 14.00,0.3872074,0.004134255,0.9499999
08/10/2016 15.00,0.3703923,0,0.95
08/10/2016 16.00,0.4405221,0.01789271,0.95
08/10/2016 17.00,0.44979,0.01934873,0.9499999
08/10/2016 18.00,0.3951197,0.05981971,0.95
08/10/2016 19.00,0.4640293,0.04883028,0.95
08/10/2016 20.00,0.3450949,0.03371061,0.9499999
08/10/2016 21.00,0.3932005,0.07875676,0.95
08/10/2016 22.00,0.4947202,0.07015737,0.9305009
08/10/2016 23.00,0.2513603,0.04039367,0.9067664
09/10/2016 00.00,0.2964522,0.04773504,0.7585204
09/10/2016 01.00,0.2800522,0.00467763,0.855692
09/10/2016 02.00,0.3357397,0,0.8065556
09/10/2016 03.00,0.3487888,0.008157426,0.6544811
09/10/2016 04.00,0.3141589,0.009538632,0.7945539
09/10/2016 05.00,0.3837617,0,0.7214333
09/10/2016 06.00,0.3625452,0.003677113,0.693463
09/10/2016 07.00,0.2834379,0.004347333,0.7350434
09/10/2016 08.00,0.2835202,0,0.724113
09/10/2016 09.00,0.2732646,0,0.7413635
09/10/2016 10.00,0.138118,0,0.8456888
09/10/2016 11.00,0.103035,0,0.8994666
09/10/2016 12.00,0.1047221,0,0.5460674
09/10/2016 13.00,0.08864732,0,0.2647614
09/10/2016 14.00,0.02979992,0,0.1601274
09/10/2016 15.00,0.0848203,0,0.3025133
09/10/2016 16.00,0.09566338,0,0.5792646
09/10/2016 17.00,0.1172136,0,0.6662836
09/10/2016 18.00,0.1809132,0.002247754,0.749776
09/10/2016 19.00,0.2399326,0,0.9302381
09/10/2016 20.00,0.3343097,0,0.95
09/10/2016 21.00,0.5349618,0,0.95
09/10/2016 22.00,0.5940545,0,0.95
09/10/2016 23.00,0.7509435,0,0.9318165
10/10/2016 00.00,0.9204707,0,0.5906664
10/10/2016 01.00,0.7624059,0,0.3161057
10/10/2016 02.00,0.4373672,0,0.3220318
10/10/2016 03.00,0.5576837,0,0.3804298
10/10/2016 04.00,0.4877182,0,0.3499148
10/10/2016 05.00,0.4268028,0,0.4850159
10/10/2016 06.00,0.3110211,0,0.9499314
10/10/2016 07.00,0.4495509,0,0.9078794
10/10/2016 08.00,0.2837754,0,0.9435685
10/10/2016 09.00,0.1466057,0,0.9480255
10/10/2016 10.00,0.1840072,0,0.9231074
10/10/2016 11.00,0.1606276,0,0.95
10/10/2016 12.00,0.2314762,0,0.95
10/10/2016 13.00,0.2176626,0,0.95
10/10/2016 14.00,0.2367143,0,0.9197199
10/10/2016 15.00,0.1816114,0,0.95
10/10/2016 16.00,0.2717174,0,0.7933571
10/10/2016 17.00,0.2793869,0,0.95
10/10/2016 18.00,0.4860502,0,0.9096439
10/10/2016 19.00,0.3934264,0,0.9378073
10/10/2016 20.00,0.474048,0,0.95
10/10/2016 21.00,0.5401919,0,0.95
10/10/2016 22.00,0.4692049,0,0.9499999
10/10/2016 23.00,0.4626813,0.006592317,0.95
11/10/2016 00.00,0.4408984,0.005086134,0.95
11/10/2016 01.00,0.4788319,0,0.95
11/10/2016 02.00,0.5966286,0,0.95
11/10/2016 03.00,0.5400208,0.007142652,0.95
11/10/2016 04.00,0.4717115,0,0.95
11/10/2016 05.00,0.7812369,0,0.95
11/10/2016 06.00,0.7541263,0,0.95
11/10/2016 07.00,0.7270727,0,0.95
11/10/2016 08.00,0.6054088,0.00555606,0.95
11/10/2016 09.00,0.8753167,0,0.95
11/10/2016 10.00,0.9414874,0,0.95
11/10/2016 11.00,0.9095925,0,0.9499999
11/10/2016 12.00,0.8260021,0.0109019,0.95
11/10/2016 13.00,0.7051471,0.01720686,0.95
11/10/2016 14.00,0.95,0.03304212,0.95
11/10/2016 15.00,0.95,0.0628868,0.95
11/10/2016 16.00,0.7486011,0.07633682,0.95
11/10/2016 17.00,0.6585031,0.04792904,0.9499999
11/10/2016 18.00,0.9358542,0.063246,0.95
11/10/2016 19.00,0.9246327,0.01584629,0.95
11/10/2016 20.00,0.7231219,0,0.95
11/10/2016 21.00,0.7674156,0,0.95
11/10/2016 22.00,0.6517209,0,0.95
11/10/2016 23.00,0.8862992,0,0.95
12/10/2016 00.00,0.6795613,0,0.95
12/10/2016 01.00,0.6194295,0,0.9499999
12/10/2016 02.00,0.6175401,0,0.9361814
12/10/2016 03.00,0.5988973,0,0.9148642
12/10/2016 04.00,0.6521026,0,0.95
12/10/2016 05.00,0.6039464,0,0.9329939
12/10/2016 06.00,0.6670875,0,0.95
12/10/2016 07.00,0.557163,0,0.9499999
12/10/2016 08.00,0.5760025,0,0.95
12/10/2016 09.00,0.597105,0,0.9499999
12/10/2016 10.00,0.8663157,0,0.95
12/10/2016 11.00,0.8353816,0,0.95
12/10/2016 12.00,0.7572755,0,0.95
12/10/2016 13.00,0.7605453,0,0.95
12/10/2016 14.00,0.8030658,0,0.95
12/10/2016 15.00,0.7449278,0,0.95
12/10/2016 16.00,0.6309425,0,0.95
12/10/2016 17.00,0.8067572,0,0.95
12/10/2016 18.00,0.7698465,0,0.9499999
12/10/2016 19.00,0.892927,0,0.8683561
12/10/2016 20.00,0.9185112,0,0.9157501
12/10/2016 21.00,0.5593269,0,0.9499999
12/10/2016 22.00,0.7098753,0,0.9094519
12/10/2016 23.00,0.7114542,0,0.8044056
13/10/2016 00.00,0.7114286,0,0.5446741
13/10/2016 01.00,0.6367823,0,0.5857564
13/10/2016 02.00,0.4405125,0,0.5735303
13/10/2016 03.00,0.4990781,0,0.6108701
13/10/2016 04.00,0.5896904,0.00010339,0.6507621
13/10/2016 05.00,0.4894764,0,0.6296879
13/10/2016 06.00,0.5846409,0,0.6336123
13/10/2016 07.00,0.6947848,0,0.7992609
13/10/2016 08.00,0.5448966,0,0.8849817
13/10/2016 09.00,0.4961972,0,0.9298985
13/10/2016 10.00,0.555395,0,0.9461175
13/10/2016 11.00,0.7236096,0,0.9440688
13/10/2016 12.00,0.560984,0,0.9285431
13/10/2016 13.00,0.6300166,0,0.95
13/10/2016 14.00,0.7620994,0,0.95
13/10/2016 15.00,0.95,0,0.95
13/10/2016 16.00,0.9211852,0.02025868,0.9429766
13/10/2016 17.00,0.9044373,0.01627785,0.9499999
13/10/2016 18.00,0.9499999,0.01432864,0.95
13/10/2016 19.00,0.95,0.004824616,0.95
13/10/2016 20.00,0.95,0.006746167,0.95
13/10/2016 21.00,0.95,0.01907113,0.95
13/10/2016 22.00,0.8697172,0.0327283,0.95
13/10/2016 23.00,0.8653833,0.006329231,0.9499999
14/10/2016 00.00,0.9351861,0.01732245,0.9138908
14/10/2016 01.00,0.7892629,0.03609322,0.9119934
14/10/2016 02.00,0.5735632,0.03411457,0.7371261
14/10/2016 03.00,0.5857132,0.0350241,0.6358871
14/10/2016 04.00,0.7947775,0.03616477,0.8040726
14/10/2016 05.00,0.6097202,0.01347102,0.7463812
14/10/2016 06.00,0.6941018,0.01049889,0.8462703
14/10/2016 07.00,0.6765966,0.01756987,0.9159529
14/10/2016 08.00,0.8883817,0.002420445,0.9021332
14/10/2016 09.00,0.9499999,0,0.95
14/10/2016 10.00,0.9454728,0,0.9256452
14/10/2016 11.00,0.95,0,0.95
14/10/2016 12.00,0.95,0,0.95
14/10/2016 13.00,0.95,0.005451913,0.95
14/10/2016 14.00,0.95,0.01573874,0.95
14/10/2016 15.00,0.95,0.04290801,0.95
14/10/2016 16.00,0.9499999,0.09250948,0.95
14/10/2016 17.00,0.95,0.09266483,0.95
14/10/2016 18.00,0.95,0.09893793,0.95
14/10/2016 19.00,0.95,0.03127337,0.9499999
14/10/2016 20.00,0.95,0.03626604,0.95
14/10/2016 21.00,0.95,0.03666567,0.9499999
14/10/2016 22.00,0.9499999,0.01936246,0.95
14/10/2016 23.00,0.95,0.04875638,0.9499999
15/10/2016 00.00,0.95,0.03495689,0.95
15/10/2016 01.00,0.95,0.07848921,0.95
15/10/2016 02.00,0.95,0.0671431,0.95
15/10/2016 03.00,0.95,0.0365519,0.9499999
15/10/2016 04.00,0.95,0.06877843,0.95
15/10/2016 05.00,0.95,0.08223135,0.95
15/10/2016 06.00,0.95,0.08367185,0.9499999
15/10/2016 07.00,0.95,0.09827246,0.95
15/10/2016 08.00,0.95,0.1271461,0.95
15/10/2016 09.00,0.95,0.09688988,0.95
15/10/2016 10.00,0.9499999,0.1034018,0.95
15/10/2016 11.00,0.95,0.07257879,0.95
15/10/2016 12.00,0.95,0.07993463,0.95
15/10/2016 13.00,0.9499999,0.1410816,0.9499999
15/10/2016 14.00,0.9499999,0.1836083,0.95
15/10/2016 15.00,0.95,0.1652565,0.9499999
15/10/2016 16.00,0.95,0.3046142,0.95
15/10/2016 17.00,0.9499999,0.2589384,0.95
15/10/2016 18.00,0.9499999,0.3115013,0.95
15/10/2016 19.00,0.95,0.2491476,0.9499999
15/10/2016 20.00,0.95,0.1894957,0.95
15/10/2016 21.00,0.95,0.243827,0.95
15/10/2016 22.00,0.95,0.2094586,0.9499999
15/10/2016 23.00,0.7532929,0.1826272,0.95
16/10/2016 00.00,0.8468667,0.2371965,0.95
16/10/2016 01.00,0.7929517,0.1544587,0.95
16/10/2016 02.00,0.7525269,0.1780149,0.95
16/10/2016 03.00,0.6387144,0.2149839,0.95
16/10/2016 04.00,0.4762923,0.1903274,0.95
16/10/2016 05.00,0.4459004,0.1344,0.95
16/10/2016 06.00,0.4004959,0.1795458,0.95
16/10/2016 07.00,0.3679662,0.1804385,0.95
16/10/2016 08.00,0.4181426,0.1187413,0.9223868
16/10/2016 09.00,0.4458368,0.1721086,0.8765783
16/10/2016 10.00,0.2336186,0.1782892,0.8281849
16/10/2016 11.00,0.183208,0.1638329,0.7770523
16/10/2016 12.00,0.2173184,0.1519048,0.6543041
16/10/2016 13.00,0.2119916,0.2152079,0.6211861
16/10/2016 14.00,0.1227771,0.2133332,0.5686308
16/10/2016 15.00,0.2479503,0.2144979,0.6641853
16/10/2016 16.00,0.24812,0.208279,0.6681496
16/10/2016 17.00,0.2159346,0.2823644,0.6075977
16/10/2016 18.00,0.2632547,0.2876281,0.6153042
16/10/2016 19.00,0.289833,0.1771702,0.6913682
16/10/2016 20.00,0.2382341,0.1678956,0.6237677
16/10/2016 21.00,0.2676086,0.1652546,0.7349931
16/10/2016 22.00,0.2563688,0.1835331,0.6228642
16/10/2016 23.00,0.2515677,0.1750347,0.5518939
17/10/2016 00.00,0.311205,0.1407237,0.415195
17/10/2016 01.00,0.2663915,0.1409994,0.3164117
17/10/2016 02.00,0.1824201,0.1444234,0.384228
17/10/2016 03.00,0.3086701,0.1745909,0.4403058
17/10/2016 04.00,0.3112831,0.1468547,0.3369288
17/10/2016 05.00,0.3301587,0.09809333,0.3557193
17/10/2016 06.00,0.2656484,0.1341818,0.6522576
17/10/2016 07.00,0.5253226,0.2061698,0.4165627
17/10/2016 08.00,0.5912127,0.2133865,0.4716121
17/10/2016 09.00,0.4325594,0.2942314,0.5227367
17/10/2016 10.00,0.4630471,0.1506965,0.4107791
17/10/2016 11.00,0.400077,0.2704598,0.3653072
17/10/2016 12.00,0.5211685,0.2387213,0.3166953
17/10/2016 13.00,0.5530773,0.2333722,0.3286573
17/10/2016 14.00,0.6481572,0.2391095,0.3153887
17/10/2016 15.00,0.5294431,0.2460405,0.4477727
17/10/2016 16.00,0.6443325,0.2540426,0.3212957
17/10/2016 17.00,0.4937745,0.2474643,0.5390483
17/10/2016 18.00,0.6838223,0.324853,0.4396763
17/10/2016 19.00,0.546017,0.4459243,0.4627416
17/10/2016 20.00,0.5735387,0.2785162,0.621399
17/10/2016 21.00,0.4959142,0.315469,0.5666049
17/10/2016 22.00,0.3376272,0.4103055,0.3585186
17/10/2016 23.00,0.3549223,0.4299136,0.2115674
18/10/2016 00.00,0.317769,0.3388226,0.240819
18/10/2016 01.00,0.2752526,0.2196166,0.1604713
18/10/2016 02.00,0.3178583,0.2471545,0.1461782
18/10/2016 03.00,0.2423564,0.3147743,0.1249436
18/10/2016 04.00,0.1606805,0.240693,0.1689179
18/10/2016 05.00,0.2403199,0.1553408,0.250247
18/10/2016 06.00,0.1697406,0.1763045,0.1989802
18/10/2016 07.00,0.125526,0.2156607,0.1456534
18/10/2016 08.00,0.04770625,0.3099303,0.08026638
18/10/2016 09.00,0.06944013,0.1538061,0.09231312
18/10/2016 10.00,0.0786573,0.1352625,0.08249035
18/10/2016 11.00,0.04881526,0.1489306,0.06075276
18/10/2016 12.00,0.02657982,0.1766423,0.03305141
18/10/2016 13.00,0.006545932,0.1618564,0.05182219
18/10/2016 14.00,0.05313713,0.1549398,0.03713306
18/10/2016 15.00,0.05399318,0.1383914,0.06348757
18/10/2016 16.00,0.02100018,0.1660851,0.09307839
18/10/2016 17.00,0.02518429,0.2042195,0.05754778
18/10/2016 18.00,0.1073127,0.2658667,0.06349852
18/10/2016 19.00,0.1097475,0.1691214,0.06139748
18/10/2016 20.00,0.06726953,0.1370122,0.09241623
18/10/2016 21.00,0.09230823,0.1979172,0.03927951
18/10/2016 22.00,0.04810615,0.1684542,0.02252864
18/10/2016 23.00,0.07160142,0.2228346,0.002566914
19/10/2016 00.00,0.03184006,0.1375083,0.005600448
19/10/2016 01.00,0.04313034,0.1732001,0
19/10/2016 02.00,0.07944276,0.1036384,0
19/10/2016 03.00,0.1424005,0.06134698,0
19/10/2016 04.00,0.281844,0.03049575,0.008376945
19/10/2016 05.00,0.2623824,0.04856044,0.005002419
19/10/2016 06.00,0.1889193,0.04947961,0.06392727
19/10/2016 07.00,0.08012698,0.04955166,0.03542123
19/10/2016 08.00,0.01853574,0.05655978,0.07379589
19/10/2016 09.00,0,0.06178204,0.07863545
19/10/2016 10.00,0,0.03425165,0.08731771
19/10/2016 11.00,0.007645292,0.04428043,0.07055943
19/10/2016 12.00,0.01292014,0.01078343,0.04873353
19/10/2016 13.00,0.007521478,0.01604988,0.03571112
19/10/2016 14.00,0.01346958,0.04804226,0.04000615
19/10/2016 15.00,0.02819153,0.03264823,0.03891467
19/10/2016 16.00,0.06457631,0.02855232,0.02917931
19/10/2016 17.00,0.1680022,0.07409966,0.02847215
19/10/2016 18.00,0.1681415,0.06418388,0.09993371
19/10/2016 19.00,0.2865638,0.03629779,0.08954326
19/10/2016 20.00,0.3909251,0.03169047,0.08595804
19/10/2016 21.00,0.2319465,0.01504883,0.08881264
19/10/2016 22.00,0.4031157,0.04694853,0.09262012
19/10/2016 23.00,0.4478404,0.05155709,0.136481
20/10/2016 00.00,0.5480821,0.05758246,0.1094116
20/10/2016 01.00,0.6813066,0.03937962,0.107843
20/10/2016 02.00,0.5581541,0.009519987,0.07499637
20/10/2016 03.00,0.598269,0.02610832,0.06895192
20/10/2016 04.00,0.6484715,0.03415552,0.0583013
20/10/2016 05.00,0.4600119,0.01302698,0.03054235
20/10/2016 06.00,0.4353271,0.01655624,0.009813679
20/10/2016 07.00,0.4419052,0.04798057,0.01702932
20/10/2016 08.00,0.2859634,0.03852148,0.02325285
20/10/2016 09.00,0.2053377,0.01470205,0.02229851
20/10/2016 10.00,0.1736725,0,0.01691238
20/10/2016 11.00,0.1949084,0.003750134,0.01695372
20/10/2016 12.00,0.1096432,0.0409074,0.01626138
20/10/2016 13.00,0.1139493,0.01859204,0.03265087
20/10/2016 14.00,0.1309766,0.004039579,0.02484873
20/10/2016 15.00,0.2096092,0.0130461,0.04301487
20/10/2016 16.00,0.1617808,0.05430608,0.0516089
20/10/2016 17.00,0.1745357,0.07247249,0.1443306
20/10/2016 18.00,0.2600717,0.08253967,0.2329886
20/10/2016 19.00,0.3623814,0.05509906,0.2408341
20/10/2016 20.00,0.3366677,0.03773413,0.2458515
20/10/2016 21.00,0.273543,0.0364667,0.2118759
20/10/2016 22.00,0.1878327,0.04696997,0.2382803
20/10/2016 23.00,0.1674183,0.01136231,0.2411256
21/10/2016 00.00,0.2529188,0.01361143,0.228595
21/10/2016 01.00,0.2944802,0.02181651,0.2894148
21/10/2016 02.00,0.302345,0.0137083,0.2465875
21/10/2016 03.00,0.3097227,0.01337587,0.2204293
21/10/2016 04.00,0.3493905,0.01637563,0.3938242
21/10/2016 05.00,0.1592681,0.003032548,0.4671696
21/10/2016 06.00,0.128213,0.01172463,0.5601643
21/10/2016 07.00,0.1184242,0.03543162,0.5927886
21/10/2016 08.00,0.219145,0.02377823,0.6061027
21/10/2016 09.00,0.2859545,0.01700925,0.7968096
21/10/2016 10.00,0.1279364,0.003020221,0.6882213
21/10/2016 11.00,0.3380906,0.004244681,0.728183
21/10/2016 12.00,0.447419,0.0334409,0.9136175
21/10/2016 13.00,0.2788469,0.04364584,0.9138117
21/10/2016 14.00,0.3144408,0.02993271,0.5927599
21/10/2016 15.00,0.5758496,0.02853031,0.8829384
21/10/2016 16.00,0.5080882,0.04209618,0.9225014
21/10/2016 17.00,0.4521265,0.03469352,0.6598594
21/10/2016 18.00,0.4921402,0.03993006,0.5725127
21/10/2016 19.00,0.5820349,0.002413119,0.5791954
21/10/2016 20.00,0.6365675,0.01293403,0.6630731
21/10/2016 21.00,0.7943102,0.02029456,0.3312303
21/10/2016 22.00,0.8220333,0.003245289,0.2759952
21/10/2016 23.00,0.6777394,0.01170374,0.3379847
22/10/2016 00.00,0.9423938,0,0.3622098
22/10/2016 01.00,0.5471531,0.01388833,0.3970572
22/10/2016 02.00,0.783092,0.01681755,0.6277536
22/10/2016 03.00,0.6633338,0.007013341,0.7331948
22/10/2016 04.00,0.4851578,0.03426299,0.6353097
22/10/2016 05.00,0.4360842,0.04214214,0.5573066
22/10/2016 06.00,0.6453145,0.03607511,0.4868843
22/10/2016 07.00,0.3892485,0.03877597,0.4954005
22/10/2016 08.00,0.3112599,0.03741185,0.171
22/10/2016 09.00,0.3226043,0.03628001,0.03878216
22/10/2016 10.00,0.1848719,0.09642638,0.01526655
22/10/2016 11.00,0.1767442,0.0851907,0.03136816
22/10/2016 12.00,0.1121751,0.08206853,0.03656057
22/10/2016 13.00,0.1279339,0.119084,0.04165541
22/10/2016 14.00,0.05923562,0.1401906,0.06952927
22/10/2016 15.00,0.04796889,0.1075629,0.1433887
22/10/2016 16.00,0.09982257,0.1915561,0.1187925
22/10/2016 17.00,0.1276965,0.1715344,0.08924945
22/10/2016 18.00,0.1272933,0.2370736,0.1186056
22/10/2016 19.00,0.2474874,0.1804172,0.08482675
22/10/2016 20.00,0.1930314,0.1263436,0.03966626
22/10/2016 21.00,0.1298483,0.174498,0.03147071
22/10/2016 22.00,0.09704997,0.1524054,0.01962055
22/10/2016 23.00,0.03011789,0.1339622,0.02339273
23/10/2016 00.00,0.1372699,0.1985779,0.01199686
23/10/2016 01.00,0.2631493,0.1523288,0.03110035
23/10/2016 02.00,0.2976183,0.1881563,0.032444
23/10/2016 03.00,0.2184661,0.2308878,0.01511457
23/10/2016 04.00,0.1008454,0.1764251,0.03128196
23/10/2016 05.00,0.05611332,0.09660769,0.05779674
23/10/2016 06.00,0.02033538,0.1267496,0.1471569
23/10/2016 07.00,0,0.1541967,0.2043007
23/10/2016 08.00,0,0.1310704,0.1626878
23/10/2016 09.00,0.004614627,0.1784211,0.1334218
23/10/2016 10.00,0,0.1650248,0.1176535
23/10/2016 11.00,0,0.1738293,0.09951816
23/10/2016 12.00,0.03114803,0.2036817,0.07480659
23/10/2016 13.00,0.0716242,0.3031527,0.08368861
23/10/2016 14.00,0.04097581,0.2763005,0.09165845
23/10/2016 15.00,0.1210402,0.2328539,0.1365866
23/10/2016 16.00,0.140982,0.1820098,0.1626537
23/10/2016 17.00,0.1315322,0.2264698,0.1911953
23/10/2016 18.00,0.1281116,0.2448588,0.2327794
23/10/2016 19.00,0.09197845,0.1568017,0.3088894
23/10/2016 20.00,0.03805736,0.1446527,0.3314902
23/10/2016 21.00,0.03251485,0.1379057,0.4224953
23/10/2016 22.00,0.0119665,0.1537932,0.3267581
23/10/2016 23.00,0,0.1669956,0.2759031
24/10/2016 00.00,0,0.158606,0.1771679
24/10/2016 01.00,0.005003331,0.1442837,0.1008066
24/10/2016 02.00,0.004724522,0.1210431,0.1085141
24/10/2016 03.00,0.03676329,0.1354765,0.123544
24/10/2016 04.00,0.03220506,0.1228281,0.09188056
24/10/2016 05.00,0.04029433,0.08257312,0.1385551
24/10/2016 06.00,0.02786871,0.0900517,0.371004
24/10/2016 07.00,0.084296,0.1183973,0.2003758
24/10/2016 08.00,0.08019815,0.1119676,0.1531773
24/10/2016 09.00,0.03902258,0.1443143,0.1042657
24/10/2016 10.00,0.02515985,0.04108801,0.05673413
24/10/2016 11.00,0,0.08007604,0.09831668
24/10/2016 12.00,0.0154037,0.0717498,0.1656875
24/10/2016 13.00,0.0313929,0.07143507,0.1325686
24/10/2016 14.00,0.06988633,0.07723686,0.04823609
24/10/2016 15.00,0.07224432,0.08695125,0.08239642
24/10/2016 16.00,0.1056928,0.09853155,0.0608872
24/10/2016 17.00,0.05943308,0.1047413,0.09812675
24/10/2016 18.00,0.1001862,0.1390951,0.03869728
24/10/2016 19.00,0.06595186,0.1691004,0.0435285
24/10/2016 20.00,0.07912649,0.06795684,0.07744086
24/10/2016 21.00,0.08118305,0.0558585,0.06492997
24/10/2016 22.00,0.04486815,0.0559321,0.03434516
24/10/2016 23.00,0.03268563,0.04540391,0.005635511
25/10/2016 00.00,0.0332284,0.01640355,0.003755398
25/10/2016 01.00,0.04014362,0,0
25/10/2016 02.00,0.06706049,0.00027632,0
25/10/2016 03.00,0.07080944,0.0157609,0.003313962
25/10/2016 04.00,0.05275353,0.002330133,0.02429138
25/10/2016 05.00,0.1091915,0,0.08837495
25/10/2016 06.00,0.09667739,0,0.116225
25/10/2016 07.00,0.1007555,0,0.1300296
25/10/2016 08.00,0.0635015,0,0.08934946
25/10/2016 09.00,0.08310507,0,0.0596404
25/10/2016 10.00,0.06645077,0,0.0321716
25/10/2016 11.00,0.05675993,0,0.03693711
25/10/2016 12.00,0.08012408,0,0.03228517
25/10/2016 13.00,0.0708787,0,0.05975969
25/10/2016 14.00,0.1495313,0,0.04916146
25/10/2016 15.00,0.1337479,0,0.10967
25/10/2016 16.00,0.0642886,0,0.215956
25/10/2016 17.00,0.05668206,0,0.1487785
25/10/2016 18.00,0.1377313,0,0.1238626
25/10/2016 19.00,0.1313319,0,0.103963
25/10/2016 20.00,0.1005576,0,0.1359552
25/10/2016 21.00,0.1471107,0,0.07377495
25/10/2016 22.00,0.09481491,0,0.0865543
25/10/2016 23.00,0.1597849,0,0.1030389
26/10/2016 00.00,0.119203,0,0.1902804
26/10/2016 01.00,0.1183548,0.007210293,0.1059777
26/10/2016 02.00,0.0905144,0.006339728,0.0628202
